source_cluster,source_modern,found_name,found_normalized,category,relationship,confidence,matched_clusters,is_cross_link
"hortela","Mint","Butua","Butua",PLANT,"source of root",high,,False
"hortela","Mint","Parreyra brava","Pareira brava",PLANT,"common name for Butua root",high,,False
"hortela","Mint","alfavaca","Basil",PLANT,"ingredient in remedy",high,382,True
"hortela","Mint","macella","Marrubium",PLANT,"ingredient in remedy",high,389,True
"hortela","Mint","palhas alhas","garlic stalks",PLANT,"ingredient in remedy",low,,False
"hortela","Mint","cominhos","Cumin",PLANT,"ingredient in remedy",high,468,True
"hortela","Mint","oleode arruda","Rue oil",SUBSTANCE,"ingredient in remedy",high,304,True
"hortela","Mint","hierapicia","Hiera picra",SUBSTANCE,"ingredient in remedy",high,428,True
"hortela","Mint","pò de caſtoreo","Castoreum powder",SUBSTANCE,"ingredient in remedy",high,,False
"Coral","Coral","GotaCoral","Gout Coral",DISEASE,"a type of gout",high,,False
"calamo aromático","Acorus Calamus","mj^rra","myrrh",SUBSTANCE,"comparison for smell",high,489;671,True
"calamo aromático","Acorus Calamus","aloés","aloes",SUBSTANCE,"comparison for smell",high,384,True
"calamo aromático","Acorus Calamus","espique","spikenard",SUBSTANCE,"comparison for smell",high,186,True
"calamo aromático","Acorus Calamus","mj^rra","myrrh",SUBSTANCE,"comparison for smell",high,489;671,True
"calamo aromático","Acorus Calamus","aloés","aloes",SUBSTANCE,"comparison for smell",high,384,True
"calamo aromático","Acorus Calamus","espique","spikenard",SUBSTANCE,"comparison for smell",high,186,True
"calamo aromático","Acorus Calamus","ruibarbo","rhubarb",PLANT,"mentioned as a purgative",high,141,True
"calamo aromático","Acorus Calamus","cassab","cassia",SUBSTANCE,"synonym for calamo",high,548,True
"calamo aromático","Acorus Calamus","aldirira","alder",PLANT,"aromatic",low,,False
"calamo aromático","Acorus Calamus","arata","arata",SUBSTANCE,"name for a medicine",high,898,True
"calamo aromático","Acorus Calamus","calamo yngoentarío","calamus indetarius",PLANT,"synonym for calamo",high,,False
"calamo aromático","Acorus Calamus","calamo arábio","calamus arabicus",PLANT,"synonym for calamo",high,,False
"calamo aromático","Acorus Calamus","calamo alexandrino","calamus alexandrinus",PLANT,"synonym for calamo",high,,False
"calamo aromático","Acorus Calamus","Acoro","Acorus",PLANT,"genus of calamo aromatico",high,158,False
"calamo aromático","Acorus Calamus","berberi","barberry",PLANT,"volgare",high,100,True
"calamo aromático","Acorus Calamus","Valo armeno","Armenian bole",SUBSTANCE,"mentioned with calamo aromatico",high,95,True
"calamo aromático","Acorus Calamus","Bolo armeno","Armenian bole",SUBSTANCE,"mentioned with calamo aromatico",high,95,True
"calamo aromático","Acorus Calamus","Calaxno odorato","sweet flag",PLANT,"synonym for calamo aromatico",high,,False
"calamo aromático","Acorus Calamus","Ordamomode","cardamom",SUBSTANCE,"Grecian name for cardamom",high,382,True
"calamo aromático","Acorus Calamus","Cardamomo","cardamom",SUBSTANCE,"vernacular name",high,382,True
"calamo aromático","Acorus Calamus","Cinnamomo","cinnamon",SUBSTANCE,"ingredient",high,28,True
"calamo aromático","Acorus Calamus","Nardo indica","Indian spikenard",SUBSTANCE,"ingredient",high,,False
"calamo aromático","Acorus Calamus","Zafferano","saffron",SUBSTANCE,"ingredient",high,611,True
"calamo aromático","Acorus Calamus","Gengiouo","ginger",SUBSTANCE,"ingredient",high,362,True
"calamo aromático","Acorus Calamus","pepe lungo","long pepper",SUBSTANCE,"ingredient",high,462,True
"calamo aromático","Acorus Calamus","Pepe nero","black pepper",SUBSTANCE,"ingredient",high,,False
"calamo aromático","Acorus Calamus","Muko","mugo",PLANT,"ingredient",high,400,True
"calamo aromático","Acorus Calamus","DIAGAL ANCA","Galangal",SUBSTANCE,"ingredient",high,35,True
"calamo aromático","Acorus Calamus","Alanga","Galangal",SUBSTANCE,"ingredient",high,35,True
"calamo aromático","Acorus Calamus","Gherotani","Elecampane",PLANT,"ingredient",high,,False
"calamo aromático","Acorus Calamus","Levistico","lovage",PLANT,"ingredient",high,,False
"calamo aromático","Acorus Calamus","Gengiouo","ginger",SUBSTANCE,"ingredient",high,362,True
"calamo aromático","Acorus Calamus","Pepe lungo","long pepper",SUBSTANCE,"ingredient",high,462,True
"calamo aromático","Acorus Calamus","Pepe lungo","long pepper",SUBSTANCE,"ingredient",high,462,True
"calamo aromático","Acorus Calamus","Cinnamomo","cinnamon",SUBSTANCE,"ingredient",high,28,True
"calamo aromático","Acorus Calamus","Ca lamento","calamus",SUBSTANCE,"ingredient",high,158,False
"calamo aromático","Acorus Calamus","Menta fecca","dried mint",PLANT,"ingredient",high,,False
"calamo aromático","Acorus Calamus","Cardamomo","cardamom",SUBSTANCE,"ingredient",high,382,True
"calamo aromático","Acorus Calamus","Nardo indica","Indian spikenard",SUBSTANCE,"ingredient",high,,False
"calamo aromático","Acorus Calamus","Seme d'Appio","celery seed",PLANT,"ingredient",high,353,True
"calamo aromático","Acorus Calamus","Scordeo","garlic",PLANT,"mentioned",high,452,True
"calamo aromático","Acorus Calamus","esquinanto","squinanth",PLANT,"alternative name",high,,False
"calamo aromático","Acorus Calamus","junco odorato","sweet flag",PLANT,"synonym for calamo",high,158,False
"calamo aromático","Acorus Calamus","junco redondo","round rush",PLANT,"synonym for calamo",high,,False
"calamo aromático","Acorus Calamus","Spodio","spodium",SUBSTANCE,"known entity",high,588,True
"calamo aromático","Acorus Calamus","Tabaxir","tabashir",SUBSTANCE,"synonym for Spodio",high,248;33,True
"calamo aromático","Acorus Calamus","SQVINANTHO","squinanth",PLANT,"flower of junco odorato",high,,False
"calamo aromático","Acorus Calamus","giunco odorato","sweet flag",PLANT,"known entity",high,158,False
"Summer","Summer season","Brakes","Brakes",PLANT,"synonym for Female Fern",high,,False
"Summer","Summer season","Brakes","Brakes",PLANT,"synonym for Female Fern",high,,False
"Decoction","Decoction","Kings evil","King's Evil",DISEASE,"called for Kernels by the Ears and Throat",high,,False
"Decoction","Decoction","Sciatica","Sciatica",DISEASE,"called for the Hip-gout",high,52,True
"Decoction","Decoction","Oleum Iri∣num","Oleum Iri∣num",SUBSTANCE,"called oil made of the great",high,,False
"Decoction","Decoction","legno faUaparigìia","legno faUaparigìia",SUBSTANCE,"part of decotti",medium,,False
"Decoction","Decoction","legno fanto","legno fanto",SUBSTANCE,"part of decotto",medium,,False
"Decoction","Decoction","mordexi seco","mordexi seco",DISEASE,"chamam os físicos indianos",high,,False
"Decoction","Decoction","vinho de cozimento de cominhos","vinho de cozimento de cominhos",SUBSTANCE,"used for fomentation",high,,False
"Decoction","Decoction","olio nardino","olio nardino",SUBSTANCE,"applied over",high,125,True
"Decoction","Decoction","almecega","almecega",SUBSTANCE,"applied over",high,358,True
"epithimo","Cuscuta epithymum","Pillole di Lapis","Pillole di Lapis",SUBSTANCE,"variant",high,,False
"epithimo","Cuscuta epithymum","Lapis","Lapis",SUBSTANCE,"component of",high,,False
"epithimo","Cuscuta epithymum","Uzzoli","Uzzoli",SUBSTANCE,"component of",high,,False
"epithimo","Cuscuta epithymum","Polypodio","Polypodium",PLANT,"synonym",high,179,True
"epithimo","Cuscuta epithymum","Gherofani","Cloves",PLANT,"component of",high,,False
"epithimo","Cuscuta epithymum","Anici","Anise",PLANT,"component of",high,1249;410,True
"epithimo","Cuscuta epithymum","hicra picra","Hiera picra",SUBSTANCE,"component of",high,428,True
"epithimo","Cuscuta epithymum","Scamonea","Scammony",PLANT,"component of",high,229,True
"epithimo","Cuscuta epithymum","Helleboro nero","Black hellebore",PLANT,"component of",high,156,True
"epithimo","Cuscuta epithymum","Sale indoj","Indian salt",SUBSTANCE,"component of",high,,False
"epithimo","Cuscuta epithymum","zucchero candì","Candied sugar",SUBSTANCE,"component of",high,322,True
"epithimo","Cuscuta epithymum","Agarico eletto","Elect Agaric",SUBSTANCE,"component of",high,,False
"epithimo","Cuscuta epithymum","Cartamo fcorticato","Peeled Safflower",PLANT,"alternative ingredient",high,,False
"epithimo","Cuscuta epithymum","elleba ro nero","Black hellebore",PLANT,"alternative ingredient",high,156,True
"epithimo","Cuscuta epithymum","polipodio","Polypodium",PLANT,"synonym",high,179,True
"Bombaim","Bombay","fructo da Eugenia","Fruit of Eugenia",PLANT,"related plant",high,,False
"Bombaim","Bombay","Jambolana","Jambolan",PLANT,"synonym",high,,False
"Bombaim","Bombay","arvore da familia das Mjrrtacea","Tree of the Myrtaceae family",PLANT,"family of",high,,False
"Bombaim","Bombay","djamán","Djamán",PLANT,"vernacular name for",high,,False
"Bombaim","Bombay","átjam","Jambolan",PLANT,"vernacular name for",high,,False
"Bombaim","Bombay","balãa","Bala",PLANT,"possible variant of",low,,False
"Bombaim","Bombay","Jaca","Jackfruit",PLANT,"related plant",high,,False
"Bombaim","Bombay","jaggam","Jaggam",PLANT,"vernacular name for",high,,False
"Bombaim","Bombay","jangoma","Jangoma",PLANT,"vernacular name for",high,,False
"Bombaim","Bombay","çupari","Chupari",PLANT,"vernacular name for",high,,False
"Bombaim","Bombay","Baçaim","Bassein",PLACE,"region near",high,,False
"Bombaim","Bombay","Decam","Deccan",PLACE,"region",high,,False
"banho","Therapeutic Bath","trintabichosde conta","Trinta bichos de conta",ANIMAL,"synonym for",high,,False
"banho","Therapeutic Bath","Afelli","Asselli",ANIMAL,"synonym for",high,,False
"banho","Therapeutic Bath","Millepedes","Millepedes",ANIMAL,"synonym for",high,,False
"banho","Therapeutic Bath","palhas alhas","White garlic",PLANT,"component of",high,,False
"banho","Therapeutic Bath","alfavacade cobra","Cobra's basil",PLANT,"component of",high,382,True
"banho","Therapeutic Bath","rabãos","Radishes",PLANT,"component of",high,586,True
"banho","Therapeutic Bath","bagas de loureyro","Bay laurel berries",PLANT,"component of",high,,False
"cozimento","Cooking","Ulmeiro","Elm",PLANT,"synonym for",high,1022,True
"cozimento","Cooking","Choupo","Poplar",PLANT,"synonym for",high,,False
"cozimento","Cooking","Salgueiro","Willow",PLANT,"synonym for",high,,False
"cozimento","Cooking","pa","Tree bark",PLANT,"part of",high,524,True
"cozimento","Cooking","huixiore","Broth",SUBSTANCE,"derived from",high,314,True
"cozimento","Cooking","legnici","Legumes",PLANT,"example of",high,,False
"cozimento","Cooking","bagno Marie","Bain-marie",CONCEPT,"method of cooking",high,230,True
"cozimento","Cooking","latine","Latin",CONCEPT,"language",high,,False
"cozimento","Cooking","fiori","Flowers",PLANT,"ingredient",high,55,True
"cozimento","Cooking","frutti","Fruits",PLANT,"ingredient",high,31,True
"cozimento","Cooking","giulebbo","Julep",SUBSTANCE,"syrup for",high,,False
"Serpents","Serpent","Kernels of the Throat","Kernels of the Throat",DISEASE,"condition treated by the application",high,,False
"Serpents","Serpent","Kings evil","scrofula",DISEASE,"synonym for Kernels of the Throat",high,,False
"Serpents","Serpent","Hogs greas","lard",SUBSTANCE,"ingredient in a preparation",high,,False
"Serpents","Serpent","salted Lard","salted lard",SUBSTANCE,"ingredient in a preparation",high,,False
"Serpents","Serpent","quil","quil",ANIMAL,"creature present on the island",high,,False
"Serpents","Serpent","quirpele","quirpele",ANIMAL,"alternative name for quil",high,,False
"alimentos","Food","Canela","cinnamon",SUBSTANCE,"spice found in the province",high,28,True
"alimentos","Food","Cu","Cusco",PLACE,"province name",medium,,False
"euforbio","Euphorbium","sevadiilha","spurge",PLANT,"source of powder for sternutatories",high,,False
"euforbio","Euphorbium","laureola","laureola",PLANT,"source of powder for sternutatories",high,,False
"euforbio","Euphorbium","oriola","oriola",PLANT,"vulgar name for laureola",high,,False
"euforbio","Euphorbium","Nardo indica","Indian spikenard",SUBSTANCE,"ingredient",high,,False
"euforbio","Euphorbium","Pepe b;anco","white pepper",SUBSTANCE,"ingredient",high,,False
"euforbio","Euphorbium","Seme di hyotcp^no","hyoscyamus seed",PLANT,"ingredient",high,,False
"euforbio","Euphorbium","Oppio","opium",SUBSTANCE,"ingredient",high,83;196,True
"euforbio","Euphorbium","Caftprq leardo","castoreum",SUBSTANCE,"ingredient",high,368,True
"euforbio","Euphorbium","Harmel","Harmal",PLANT,"ingredient",high,,False
"euforbio","Euphorbium","Alo?","Aloes",PLANT,"ingredient",high,384,True
"euforbio","Euphorbium","EpJthymo","Epithymum",PLANT,"ingredient",high,,False
"euforbio","Euphorbium","Flermodattili","Hermodactyli",SUBSTANCE,"ingredient",high,,False
"euforbio","Euphorbium","Radici a'eiulaJ»","roots of aeiulaJ»",PLANT,"ingredient",low,,False
"euforbio","Euphorbium","Scamonea","scammony",PLANT,"ingredient",high,229,True
"euforbio","Euphorbium","Turbithi","turbith",SUBSTANCE,"ingredient",high,276;70,True
"euforbio","Euphorbium","Cinnamomo","cinnamon",SUBSTANCE,"ingredient",high,28,True
"euforbio","Euphorbium","Zafferano","saffron",SUBSTANCE,"ingredient",high,611,True
"euforbio","Euphorbium","Caitoro","castor",SUBSTANCE,"ingredient",high,,False
"euforbio","Euphorbium","Gengiouo","ginger",SUBSTANCE,"ingredient",high,362,True
"euforbio","Euphorbium","sugo di porri","leek juice",SUBSTANCE,"solvent",high,,False
"euforbio","Euphorbium","sugo di finoccKi|","fennel juice",SUBSTANCE,"solvent",high,,False
"euforbio","Euphorbium","alerò","aloes",PLANT,"part of a preparation",high,384,True
"entranhas","Entrails","alquitira","alquitira",SUBSTANCE,"ingredient",high,457,True
"entranhas","Entrails","urtigas bravas","wild nettles",PLANT,"ingredient",high,,False
"entranhas","Entrails","folhasde enfayao","enfayao leaves",PLANT,"ingredient",high,,False
"entranhas","Entrails","bolíade pastor","shepherd's purse",PLANT,"ingredient",high,,False
"entranhas","Entrails","agua ferrada","ironed water",SUBSTANCE,"preparation",high,17,True
"entranhas","Entrails","bicho","bicho",DISEASE,"illness referred to by natives of Brazil",high,,False
"Azedos","Sour","doce","sweet",CONCEPT,"one of the three flavors",high,,False
"Azedos","Sour","amarguo","bitter",CONCEPT,"one of the three flavors",high,516,True
"Azedos","Sour","canje","congee",SUBSTANCE,"what they call rice water",high,756,True
"Azedos","Sour","saborks","sabores",CONCEPT,"flavors",high,,False
"Azedos","Sour","doce","sweet",CONCEPT,"flavor",high,,False
"Azedos","Sour","amargo","bitter",CONCEPT,"flavor",high,516,True
"Azedos","Sour","amargozo","bitter",CONCEPT,"flavor",high,,False
"memoria","Memory","A","A",CONCEPT,"introduced by 'A'",low,,False
"memoria","Memory","memoriadicitur","memoria dicitur",CONCEPT,"what is said about memory",low,,False
"memoria","Memory","thesouro","tesouro",CONCEPT,"treasure",high,,False
"Mathiolus","Pietro Andrea Mattioli","Milleto","Millet",PLANT,"a plant",high,,False
"Mathiolus","Pietro Andrea Mattioli","Lignam Sanctae Crucis","Lignum Sanctae Crucis",PLANT,"what they called it",high,,False
"Mathiolus","Pietro Andrea Mattioli","Hiernia Carnosa","Hernia Carnosa",DISEASE,"disease called",high,726,True
"Mathiolus","Pietro Andrea Mattioli","Rupture","Rupture",DISEASE,"synonym for Hernia Carnosa",high,,False
"latinos","Latin Authors","Âmbar","Ambar",SUBSTANCE,"what the Arabs call ambergris",high,383,True
"latinos","Latin Authors","ambarum","ambarum",SUBSTANCE,"what the Latins call ambergris",high,,False
"latinos","Latin Authors","cinamomo","cinnamon",SUBSTANCE,"what the Greeks and Latins call cinnamon",high,28,True
"latinos","Latin Authors","quirfé","quirfe",SUBSTANCE,"what the Arabs call cinnamon",high,,False
"latinos","Latin Authors","quirfd","quirfid",SUBSTANCE,"what the Arabs call cinnamon",high,,False
"latinos","Latin Authors","darchini","darchini",SUBSTANCE,"what the Persians call cinnamon",high,,False
"latinos","Latin Authors","cuurdo","curdo",SUBSTANCE,"what the people of Ceylon call cinnamon",high,,False
"latinos","Latin Authors","caismão","caismão",SUBSTANCE,"what the Malays call cinnamon",high,,False
"latinos","Latin Authors","cameá","cameá",SUBSTANCE,"what the Malabar call cinnamon",high,,False
"latinos","Latin Authors","espique","spike",PLANT,"name of the plant in its native lands",high,,False
"latinos","Latin Authors","Cardiaca","Cardiaca",PLANT,"what the Latins called it",high,1094,True
"latinos","Latin Authors","Motherwort","Motherwort",PLANT,"what we call it",high,,False
"latinos","Latin Authors","trochifci","trochisci",CONCEPT,"what the Greeks call them",high,,False
"latinos","Latin Authors","pafttlli","pastilli",CONCEPT,"what the Latins call them",high,565,True
"Turquia","Turkey","aloés çocoloríno","aloes succotrina",SUBSTANCE,"type of the known entity's commodity",high,384,True
"Turquia","Turkey","Pérsia","Persia",PLACE,"destination for commodity",high,109;118,True
"Turquia","Turkey","Arabía","Arabia",PLACE,"destination for commodity",high,321,True
"Turquia","Turkey","Pérsia","Persia",PLACE,"region where physicians use this medicine",high,109;118,True
"Turquia","Turkey","Arábia","Arabia",PLACE,"region where physicians use this medicine",high,321,True
"Turquia","Turkey","Avicena","Avicenna",PERSON,"physician from Persia; Arabia; or Turkey",high,19,True
"Turquia","Turkey","Abolahi","Avicenna",PERSON,"Arabic name for Avicena",high,19,True
"Turquia","Turkey","Canum","Canon of Medicine",CONCEPT,"title of Avicena's books",high,,False
"Turquia","Turkey","Rasis","Rhazes",PERSON,"physician from Persia; Arabia; or Turkey",high,395,True
"Turquia","Turkey","Benzacaria","Rhazes",PERSON,"Arabic name for Rasis",high,395,True
"Turquia","Turkey","Portugal","Portugal",PLACE,"destination for travel",high,54,True
"Turquia","Turkey","Brasil","Brazil",PLACE,"destination for travel",high,127,True
"Turquia","Turkey","Arábia","Arabia",PLACE,"destination for travel",high,321,True
"Turquia","Turkey","Pérsia","Persia",PLACE,"destination for travel",high,109;118,True
"Turquia","Turkey","bangue","bhang",SUBSTANCE,"consumed before travel",high,,False
"Turquia","Turkey","Ganga","Ganges",PLACE,"synonym for India",high,191,True
"Turquia","Turkey","ameií-doado","benzoin",SUBSTANCE,"type of benjuy",high,,False
"Turquia","Turkey","Siam","Siam",PLACE,"origin of benjuy",high,,False
"Turquia","Turkey","Arábia","Arabia",PLACE,"destination for benjuy",high,321,True
"Turquia","Turkey","Pérsia","Persia",PLACE,"destination for benjuy",high,109;118,True
"Turquia","Turkey","Judéa","Judea",PLACE,"location with some benjuy",high,,False
"Turquia","Turkey","Palestina","Palestine",PLACE,"location with some benjuy",high,626,True
"Turquia","Turkey","Galeno","Galen",PERSON,"referenced physician",high,1,True
"Turquia","Turkey","Plinio","Pliny",PERSON,"referenced author",high,25,True
"Turquia","Turkey","Dioscorides","Dioscorides",PERSON,"referenced physician",high,3,True
"Turquia","Turkey","Avicena","Avicenna",PERSON,"referenced physician",high,19,True
"Turquia","Turkey","Serapiam","Serapion",PERSON,"referenced physician",high,59,True
"Turquia","Turkey","Rasis","Rhazes",PERSON,"referenced physician",high,395,True
"Turquia","Turkey","licium","licium",SUBSTANCE,"alternative name for the known entity",high,,False
"Turquia","Turkey","Licia","Lycia",PLACE,"province of Turkey; where licium was found",high,,False
"Turquia","Turkey","hacdadh","licium",SUBSTANCE,"Arabic name for licium",high,,False
"Polipodio","Polypody","elleba","hellebore",PLANT,"ingredient in purgative medicine",high,,False
"Polipodio","Polypody","epitimo","epithyme",PLANT,"ingredient in purgative medicine",high,162,True
"Polipodio","Polypody","Mefite","Mephitis",SUBSTANCE,"ingredient in pills",high,,False
"Polipodio","Polypody","Mellcboro","hellebore",PLANT,"ingredient in pills",high,,False
"Polipodio","Polypody","Epithymo","epithyme",PLANT,"ingredient in pills",high,162,True
"Polipodio","Polypody","Agarico","agaric",SUBSTANCE,"ingredient in pills",high,65,True
"Polipodio","Polypody","Colocynthida","colocynth",PLANT,"ingredient in pills",high,507,True
"Polipodio","Polypody","Sale indo","sugar candy",SUBSTANCE,"ingredient in pills",high,,False
"Polipodio","Polypody","Sugod'iBupatQ","Sugo di Bupalo",SUBSTANCE,"ingredient in pills",high,,False
"Polipodio","Polypody","Nardo","nard",SUBSTANCE,"ingredient in pills",high,640,True
"Polipodio","Polypody","Lapis Uzzoli","Lapis lazuli",SUBSTANCE,"ingredient in pills",high,,False
"Polipodio","Polypody","Epithymo","epithyme",PLANT,"ingredient in pills",high,162,True
"Polipodio","Polypody","Gherofani","cloves",SUBSTANCE,"ingredient in pills",high,,False
"Polipodio","Polypody","Anici","anise",PLANT,"ingredient in pills",high,1249;410,True
"Polipodio","Polypody","hicra picra","hieropicra",SUBSTANCE,"ingredient in pills",high,,False
"Polipodio","Polypody","Scamonea","scammony",SUBSTANCE,"ingredient in pills",high,229,True
"Polipodio","Polypody","Helleboro","hellebore",PLANT,"ingredient in pills",high,,False
"Polipodio","Polypody","SaleindojCioé","sugar candy",SUBSTANCE,"ingredient in pills",high,,False
"Polipodio","Polypody","zucchero candì","sugar candy",SUBSTANCE,"ingredient in pills",high,322,True
"Polipodio","Polypody","Agarico","agaric",SUBSTANCE,"ingredient in pills",high,65,True
"Polipodio","Polypody","Sugo d'cndiuia","Sugo d'endivia",SUBSTANCE,"ingredient in pills",high,,False
"Polipodio","Polypody","Apis Armeno'","Armenian bole",SUBSTANCE,"ingredient in pills",high,95,True
"Polipodio","Polypody","hiera picra","hieropicra",SUBSTANCE,"ingredient in pills",high,428,True
"Polipodio","Polypody","Epthymo","epithyme",PLANT,"ingredient in pills",high,,False
"Polipodio","Polypody","Scamonea","scammony",SUBSTANCE,"ingredient in pills",high,229,True
"Polipodio","Polypody","Gherofani","cloves",SUBSTANCE,"ingredient in pills",high,,False
"Polipodio","Polypody","òaie indo","sugar candy",SUBSTANCE,"ingredient in pills",high,,False
"Polipodio","Polypody","zucchero can- dì","sugar candy",SUBSTANCE,"ingredient in pills",high,,False
"Polipodio","Polypody","Sugodi Soìatrocj","Sugo di Solatro",SUBSTANCE,"ingredient in pills",high,,False
"Conserve","conserves","Cardiaca","cardiaca",PLANT,"Latin name for the herb",high,1094,True
"Conserve","conserves","Electuary of Roses","electuary of roses",SUBSTANCE,"a type of composition made from red roses",high,,False
"Conserve","conserves","Sugar of Roses","sugar of roses",SUBSTANCE,"another name for dry conserve",high,,False
"Conserve","conserves","Syrup of dryed Roses","syrup of dried roses",SUBSTANCE,"a composition made from red roses",high,,False
"Conserve","conserves","Hȯney of Roses","honey of roses",SUBSTANCE,"a composition made from red roses",high,,False
"Conserve","conserves","Diarhodon Abhatis","Diarhodon Abhatis",SUBSTANCE,"a cordial powder",high,834,True
"Conserve","conserves","Sugar of Roses","sugar of roses",SUBSTANCE,"another name for dry conserve",high,,False
"Conserve","conserves","achar","achar",SUBSTANCE,"a term for conserve of vinegar and salt",high,,False
"Conserve","conserves","achar","achar",SUBSTANCE,"a term for conserve of vinegar and salt",high,,False
"Conserve","conserves","achar","achar",SUBSTANCE,"a term for conserve of vinegar and salt",high,,False
"Conserve","conserves","achar","achar",SUBSTANCE,"a term for conserve of ginger",high,,False
"Conserve","conserves","erva chulem","erva chulem",PLANT,"a plant that some call esquentar",medium,,False
"Conserve","conserves","esquentar","esquentar",PLANT,"a name for erva chulem",medium,,False
"Conserve","conserves","achar","achar",SUBSTANCE,"a term for conserve of vinegar",high,,False
"Conserve","conserves","achar","achar",SUBSTANCE,"a term for conserve of vinegar",high,,False
"Conserve","conserves","achar","achar",SUBSTANCE,"a term for conserve of vinegar",high,,False
"palo","stick","Guayacan","Guayacan",PLANT,"synonym",high,,False
"palo","stick","Petrofellino","parsley",PLANT,"synonym",high,666,True
"palo","stick","prezzemolo di","parsley",PLANT,"synonym",high,666,True
"palo","stick","Sparagi","Asparagus",PLANT,"alternative name",high,635,True
"materia","Materia","Foemale Speedwel","Veronica officinalis",PLANT,"alternative name",high,,False
"materia","Materia","Pox","smallpox",DISEASE,"disease affecting nose",high,,False
"materia","Materia","Scriphion","Artemisia absinthium",PLANT,"synonym",high,,False
"materia","Materia","Santonicon","Artemisia absinthium",PLANT,"synonym",high,,False
"materia","Materia","Belgicum","Artemisia absinthium",PLANT,"synonym",high,,False
"materia","Materia","Narbonense","Artemisia absinthium",PLANT,"synonym",high,,False
"materia","Materia","Xantomicum","Artemisia absinthium",PLANT,"synonym",high,,False
"materia","Materia","Misnense","Artemisia absinthium",PLANT,"synonym",high,,False
"materia","Materia","Holy Wormwood","Artemisia absinthium",PLANT,"synonym",high,,False
"espicanardo","Spikenard","Cinnamomo","Cinnamon",SUBSTANCE,"aromatizer",high,28,True
"espicanardo","Spikenard","Galeno","Galen",PERSON,"referenced physician",high,1,True
"espicanardo","Spikenard","LO ce HI» O VERO LINCTI","Linctus",SUBSTANCE,"type of preparation",high,,False
"digestion","Digestion","Cinkfoyl","Potentilla reptans",PLANT,"alternative name",high,,False
"digestion","Digestion","Five Leaved","Potentilla reptans",PLANT,"alternative name",high,,False
"digestion","Digestion","Five finger'd","Potentilla reptans",PLANT,"alternative name",high,,False
"digestion","Digestion","Rosarum","Rose",PLANT,"ingredient for cordial",high,,False
"digestion","Digestion","Sugar of Roses","Sugar of Roses",SUBSTANCE,"called",high,,False
"digestion","Digestion","Diarhodon Abbātis","Diarhodon Abbatis",SUBSTANCE,"called",high,834,True
"digestion","Digestion","Aromaticum Rosarum","Aromaticum Rosarum",SUBSTANCE,"called",high,764,True
"digestion","Digestion","Red Rose Water","Red Rose Water",SUBSTANCE,"beneficial for bowel moisture",high,81,True
"Ganges","Ganges","opus cireniacum","opus cireniacum",SUBSTANCE,"synonym for juice of Cyrene",high,,False
"Ganges","Ganges","çumo de Cirenia","juice of Cyrene",SUBSTANCE,"translation of opus cireniacum",high,,False
"Ganges","Ganges","Ganga","Ganga",PLACE,"Indian name for the Ganges",high,,False
"Ganges","Ganges","ameií- doado","benjuy",SUBSTANCE,"called benjuy",high,,False
"Ganges","Ganges","Guanga","Guanga",PLACE,"Indian name for the Ganges",high,,False
"boticas","pharmacy","mocebar","mocebar",SUBSTANCE,"called mocebar",high,,False
"boticas","pharmacy","bola","bola",SUBSTANCE,"called bola",high,215,True
"Oppio","Opium","Euphoibio","euphorbium",SUBSTANCE,"indicated as nardo indica",high,170,True
"Oppio","Opium","Nardo indica","spikenard",PLANT,"indicated as euphorbium",high,186,True
"Oppio","Opium","Pepe b;anco","white pepper",SUBSTANCE,"indicated",high,,False
"Oppio","Opium","Seme di hyotcp^no","henbane seed",PLANT,"indicated",high,,False
"Oppio","Opium","Mele quanto","as much honey as is needed",SUBSTANCE,"indicated",high,,False
"Oppio","Opium","Caftprq","cascarilla",SUBSTANCE,"indicated",high,,False
"Oppio","Opium","leardo","nard",PLANT,"indicated",high,640,True
"Oppio","Opium","P H l L O N I O M A Q- puphoibio","Philonium",SUBSTANCE,"indicated",high,,False
"Oppio","Opium","Pyrethro","pyrethrum",PLANT,"indicated",high,,False
"Oppio","Opium","Ofe Viole","violet oil",SUBSTANCE,"indicated",high,189,True
"Oppio","Opium","Hyofoiamo","henbane",PLANT,"indicated",high,1033,True
"Oppio","Opium","papa","poppy",PLANT,"indicated",high,453,True
"Oppio","Opium","Papaucri bianchi neri","white and black poppy seeds",PLANT,"indicated",high,,False
"Oppio","Opium","Scorze di mandra gora","mandrake bark",PLANT,"indicated",high,,False
"Oppio","Opium","Scariola","scariola",PLANT,"indicated",high,824,True
"Oppio","Opium","Lattuga","lettuce",PLANT,"indicated",high,,False
"Oppio","Opium","Porcellana","purslane",PLANT,"indicated",high,484;102,True
"Oppio","Opium","Ghiaggiu.illirjcp^","Ghiacciu",SUBSTANCE,"indicated",high,,False
"Oppio","Opium","Maftice","mastic",SUBSTANCE,"indicated",high,358,True
"Oppio","Opium","plettro","pyrethrum",PLANT,"called",high,,False
"Oppio","Opium","Zafl5erano","saffron",SUBSTANCE,"indicated",high,611,True
"Oppio","Opium","Erra (àmia","terra amia",SUBSTANCE,"indicated",high,,False
"Oppio","Opium","Nimpnea","Nymphaea",PLANT,"indicated",high,,False
"Oppio","Opium","Cafia lignea","cinnamon",SUBSTANCE,"indicated",high,28,True
"Oppio","Opium","Zafferano","saffron",SUBSTANCE,"indicated",high,611,True
