id,slug,canonical_name,category,book_count,total_mentions,reason_count,reasons,books
ent_b2f44079833f,delapide-be-aar,Delapide Be^aar,PLANT,1,2,1,ocr_noise_char,coloquios_da_orta_1563
ent_27fc900f1179,d-aug,D.Aug.,PERSON,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_cbafcdf8eac3,cuv,Cuv.,PERSON,1,2,1,wrapped_punctuation,coloquios_da_orta_1563
ent_f25ebe136e02,curf-chymic,Curf. Chymic.,OBJECT,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_441535fc634e,crattva-marmelos,Crat€tva Marmelos,PLANT,1,2,1,symbol_noise,coloquios_da_orta_1563
ent_d06cfbbc374a,confil-medic,confil. medic.,CONCEPT,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_0879cc280a7d,confecio-ex-moscho-ornara-e-dulcisj,Confecio ex moscho ornara^ e dulcisj,CONCEPT,1,2,1,ocr_noise_char,coloquios_da_orta_1563
ent_b0aa53fc3170,composit-medic,Compoſit.Medic.,OBJECT,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_8309948b3cc4,colomb-nav,"Colomb., Nav.",OBJECT,1,2,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_f68b9aa3d288,colic,colic.,DISEASE,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_8b493713bd6b,claudin-empiric,Claudin. Empiric.,PERSON,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_45d78e619f96,ck-racones,Ck>raçones,PERSON,1,2,1,symbol_noise,coloquios_da_orta_1563
ent_ce999dc891fb,cinnamomum-burmanni-blume,"Cinnamomum Burmanni, Blume.",PLANT,1,2,1,wrapped_punctuation,coloquios_da_orta_1563
ent_c59c279c9de3,ci-yiini,Ci(yiini),PLACE,1,2,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_39787fb0a7e4,churchill-coll,Churchill. Coll.,OBJECT,1,2,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_40d75d2b48dd,cb,Cb,ANATOMY,1,2,1,very_short_low_count,principles_of_psychology_james_1890
ent_0b0d8ddc96fb,calcaire-de-transition-ou-identique-avec-le-zechstein,calcaire (de transition ou identique avec le zechstein?),SUBSTANCE,1,2,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_e9ced925659e,caftr,Caftr.,PERSON,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_760a9254c4e7,breviar,Breviar.,OBJECT,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_d69f8e845b42,botankal-maga-inej,Botankal maga^inej,OBJECT,1,2,1,ocr_noise_char,coloquios_da_orta_1563
ent_b094dca84ae6,berlin-akad-stzgsb,Berlin Akad. Stzgsb.,ORGANIZATION,1,2,1,wrapped_punctuation,principles_of_psychology_james_1890
ent_4dac167613f3,be-ar,be^ar,SUBSTANCE,1,2,1,ocr_noise_char,coloquios_da_orta_1563
ent_2b8ebe5a73bd,barreira-fr-isidoro-de,Barreira (Fr. Isidoro de),PERSON,1,2,1,wrapped_punctuation,coloquios_da_orta_1563
ent_1261089177be,bafilic-chym,Bafilic. Chym.,OBJECT,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_0329f9cd60bd,atlas-geogr,Atlas géogr.,OBJECT,1,2,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_2b4eda04543d,arvore-da-no,arvore da no^,PLANT,1,2,1,ocr_noise_char,coloquios_da_orta_1563
ent_c1884a77e695,articul,Articul.,DISEASE,1,2,1,wrapped_punctuation,polyanthea_medicinal
ent_14bc4c302135,arb-jdigbi,Arb<jdigbi,PLANT,1,2,1,symbol_noise,ricettario_fiorentino_1597
ent_f61998515f98,ar-concept,ar,CONCEPT,1,2,1,very_short_low_count,coloquios_da_orta_1563
ent_6cd560bd898b,anti-stii-u,Anti-stii/u,PLACE,1,2,1,slash_noise,relation_historique_humboldt_vol3_1825
ent_a002793fcd79,andres-de-s,Andrés de S.,PERSON,1,2,1,wrapped_punctuation,coloquios_da_orta_1563
ent_86549a58e8ef,amomum-zingiber-linn,"Amomum Zingiber, Linn.",PLANT,1,2,1,wrapped_punctuation,coloquios_da_orta_1563
ent_0e9e8fd703be,ali-plant,ali/,PLANT,1,2,1,slash_noise,coloquios_da_orta_1563
ent_62d7a686c8ac,alexander-porredg,Alexan†der Porredg,SUBSTANCE,1,2,1,ocr_noise_char,english_physician_1652
ent_7eaad0a1b352,afol-med,Afol. med.,CONCEPT,1,2,1,wrapped_punctuation,coloquios_da_orta_1563
ent_d87402a2457b,in-non-latin-alphabet,〈 in non-Latin alphabet 〉,DISEASE,1,1,1,ocr_noise_char,english_physician_1652
ent_f00a2488182b,centaury,☉ Centaury,PLANT,1,1,1,ocr_noise_char,english_physician_1652
ent_451a4dafb15b,pus-cyrenaicum,€pus cyrenaicum,PLANT,1,1,1,symbol_noise,coloquios_da_orta_1563
ent_0aa55ababfdb,ennel,•ennel,PLANT,1,1,1,ocr_noise_char,english_physician_1652
ent_818045c2e488,entity-2,εὶδέναι,CONCEPT,1,1,1,non_latin_low_count,principles_of_psychology_james_1890
ent_6e3bc6b9e73c,entity-principles,γνῶναι,CONCEPT,1,1,1,non_latin_low_count,principles_of_psychology_james_1890
ent_55f9306d622a,oleo-especia,óleo especia],ANIMAL,1,1,1,wrapped_punctuation,coloquios_da_orta_1563
ent_f40e762da17b,india-port,índia port.,PLACE,1,1,1,wrapped_punctuation,coloquios_da_orta_1563
ent_ce9134952070,ciaggi-memet-hadj-mohammed,Çiaggi Memet (Hadj Mohammed),PERSON,1,1,1,wrapped_punctuation,coloquios_da_orta_1563
ent_b223220cc8db,tiustetrabil,ÆtiusTetrabil.,CONCEPT,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_d2b21203dfcf,neid,Æneid.,OBJECT,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_453519b9715e,av6pa,áv6pa(,CONCEPT,1,1,1,wrapped_punctuation,coloquios_da_orta_1563
ent_4e8397280163,siquisfe-yoresmedicos,§. Siquisfe- yoresMedicos,CONCEPT,1,1,1,ocr_noise_char,polyanthea_medicinal
ent_a78db8df9803,iai-du-ciel,£IAI DU CIEL,SUBSTANCE,1,1,1,symbol_noise,relation_historique_humboldt_vol3_1825
ent_cf044c9d01af,zyjj-phoiormr,zyJj[}pHoIormr,SUBSTANCE,1,1,1,ocr_noise_char,ricettario_fiorentino_1597
ent_7071e8300523,zuari-no,Zuarí (no),PLANT,1,1,1,wrapped_punctuation,coloquios_da_orta_1563
ent_8ef9bd13be77,zodiac-medic,Zodiac. Medic.,OBJECT,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_93f6d44dbfb8,zlnfl-bex-of-fioinale-roscoe,"Zlnfl^bex* of^ fioinale, Roscoe",PLANT,1,1,1,ocr_noise_char,coloquios_da_orta_1563
ent_b2246e7925fa,zeitschr-f-volkerpsychologie-u-s-w,Zeitschr. f. Völkerpsychologie u. s. w.,ORGANIZATION,1,1,1,wrapped_punctuation,principles_of_psychology_james_1890
ent_e9faa958c6e7,zaff-rano,Zaff(.^rano,PLANT,1,1,1,ocr_noise_char,ricettario_fiorentino_1597
ent_3f5457ddecd1,zach-s-monatl-corresp,Zach's Monatl. Corresp.,OBJECT,1,1,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_df5372694dd3,z-a-guayra,Z^a Guayra,PLACE,1,1,1,ocr_noise_char,relation_historique_humboldt_vol3_1825
ent_6298cdf7a0d4,yule-heniy,Yule (Heniy),PERSON,1,1,1,wrapped_punctuation,coloquios_da_orta_1563
ent_2a90ace7448a,ye,ye,PLACE,1,1,1,very_short_low_count,english_physician_1652
ent_65bfc5dfadd6,xapu-uxxov,xapu:^uXXov,PLANT,1,1,1,ocr_noise_char,coloquios_da_orta_1563
ent_eb99efafdb40,xa-cupo,xa^cupo,PLANT,1,1,1,ocr_noise_char,coloquios_da_orta_1563
ent_8f40131f1f63,xa-person,Xa^,PERSON,1,1,1,ocr_noise_char,coloquios_da_orta_1563
ent_53a60fbcf4dc,x-xxoc,x^xxoc,SUBSTANCE,1,1,1,ocr_noise_char,coloquios_da_orta_1563
ent_5e235341de3c,x-vroc,x^vroc,PLANT,1,1,1,ocr_noise_char,coloquios_da_orta_1563
ent_80c1407e41a1,x-lniii-a-tllooli-iuii,x^lniii A^(«tllooli.iuii,PLANT,1,1,1,ocr_noise_char,coloquios_da_orta_1563
ent_83a2889837fc,x-l-epe-bianco,X l^epe bianco,PLANT,1,1,1,ocr_noise_char,ricettario_fiorentino_1597
ent_7f2154ff3909,wuld,WUld.,PERSON,1,1,1,wrapped_punctuation,coloquios_da_orta_1563
ent_f9f6e9c69272,wiener-sitzungsb,Wiener Sitzungsb.,ORGANIZATION,1,1,1,wrapped_punctuation,principles_of_psychology_james_1890
ent_6ae8517cbee5,wiener-sitzgsb,Wiener Sitzgsb.,ORGANIZATION,1,1,1,wrapped_punctuation,principles_of_psychology_james_1890
ent_2f88536b1025,west-ind,West-Ind.,OBJECT,1,1,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_0d142305381e,wenceslao-3,Wenceslao 3.,PERSON,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_7d6e37ba61c1,ways-of-the-shop,ways of the 'shop',CONCEPT,1,1,1,wrapped_punctuation,principles_of_psychology_james_1890
ent_d05f78035d64,wasse,Wasse/,PERSON,1,1,1,slash_noise,relation_historique_humboldt_vol3_1825
ent_dcf27f4abd02,vues-des-cordilleres-et-monumens-amer,Vues des Cordillères et Monumens amer.,OBJECT,1,1,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_b4275be45446,vocab,Vocab.,OBJECT,1,1,1,wrapped_punctuation,coloquios_da_orta_1563
ent_2cce0b9c02c2,vo-agt-0-south-america,Vo^agt (0 South America,OBJECT,1,1,1,ocr_noise_char,relation_historique_humboldt_vol3_1825
ent_22a2482a1e1a,vitruv,Vitruv.,PERSON,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_f6b09b310105,vitr,Vitr.,SUBSTANCE,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_0d0a174128e9,vintede-setembro-de-1668,vintede Setembro de 1668,CONCEPT,1,1,1,date_phrase,polyanthea_medicinal
ent_a546e4aae389,vinte-de-fevereiro-de-1699,Vinte de Fevereiro de 1699,PLACE,1,1,1,date_phrase,polyanthea_medicinal
ent_047b03ff6514,vino-di-txjeia-ane,Vino di txjeia^ane^,SUBSTANCE,1,1,1,ocr_noise_char,ricettario_fiorentino_1597
ent_ad7245f2a557,vierteljahrschrift-f-wiss-philos,Vierteljahrschrift f. wiss. Philos.,ORGANIZATION,1,1,1,wrapped_punctuation,principles_of_psychology_james_1890
ent_05558d0e0f2a,vierteljahrsch-f-wiss-philos,Vierteljahrsch. f. wiss. Philos.,ORGANIZATION,1,1,1,wrapped_punctuation,principles_of_psychology_james_1890
ent_5544a618e7b7,vesic-aquof,Veſic.aquof.,DISEASE,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_28903570da5c,veter-medic,Veter. Medic.,CONCEPT,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_5af034611108,verf,verf.,OBJECT,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_a3644022f211,vera-medendi-methodo-lib-2-capit-12,vera medendi methodo lib. 2. capit. 12.,OBJECT,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_c72d1a38c10a,venust,Venust.,PERSON,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_d302703e69f0,ventricul-symptom,ventricul. ſymptom.,DISEASE,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_2ed230747fbb,ven-fect,ven. fect.,CONCEPT,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_c70dde4cd467,veigalib-2,Veigalib.2.,PERSON,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_3f4d59083de8,veig-lufft,Veig.Lufft.,PERSON,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_6abc8dbde36f,veig-lufit-polyanthea,Veig. Lufit.,PERSON,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_a2b394773a79,veig,Veig.,PERSON,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_6f30fa81c67b,vegetable-mat-med,Vegetable mat. med.,OBJECT,1,1,1,wrapped_punctuation,coloquios_da_orta_1563
ent_eac1bc9d6c75,vbya-tf-en-arabie,Vbya^tf en Arabie,OBJECT,1,1,1,ocr_noise_char,coloquios_da_orta_1563
ent_871e9617d7be,vbya-e5,Vbya^e5,OBJECT,1,1,1,ocr_noise_char,coloquios_da_orta_1563
ent_0a5d209f176a,valeriol-lib-2-observ-4-fol-mihi-125,Valeriol.lib. 2. obſerv.4. fol. mihi 125.,CONCEPT,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_0c4598b3a9b9,valer-loc,Valer. Loc.,PERSON,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_5dca285bc2b8,va-cxxio,va^cXXio,SUBSTANCE,1,1,1,ocr_noise_char,coloquios_da_orta_1563
ent_3bacbc3c41fa,v-lto-de-las-minas,V^lto de Las Minas,PLACE,1,1,1,ocr_noise_char,relation_historique_humboldt_vol3_1825
ent_b71a3db5d447,v-paracoinacei,V-/paracoinaceì,SUBSTANCE,1,1,1,slash_noise,ricettario_fiorentino_1597
ent_134f13e8fbe8,v-n-a-t-r-o-magi-hrale-em-lice,V N'A T R O MAGI- Hrale [em^lice,OTHER,1,1,1,ocr_noise_char,ricettario_fiorentino_1597
ent_405ffa1df4ce,uygr,Uygr.,OBJECT,1,1,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_8cbae6ceb67d,uterifuffocat,Uterifuffocat.,DISEASE,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_7b2f77415c44,uter-disease,Uter.,DISEASE,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_69064dae9d53,univers-de-serpent,Univerſ. de Serpent.,OBJECT,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_1d350deb4215,um,Um.,SUBSTANCE,1,1,1,wrapped_punctuation,ricettario_fiorentino_1597
ent_9590510de66c,uisl-phys-des-ant-franc,Uisl. phys. des Ant. franc.,OBJECT,1,1,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_dc51bf2ebb5b,ugo-di-logoriz,Ugo di logoriz.,PLANT,1,1,1,wrapped_punctuation,ricettario_fiorentino_1597
ent_16f0e321a4b4,tw-bit,tw^bit,PLANT,1,1,1,ocr_noise_char,coloquios_da_orta_1563
ent_50083292fa43,tuckei,Tuckei/,PERSON,1,1,1,slash_noise,relation_historique_humboldt_vol3_1825
ent_52e06c06ad09,ttmcx,Ttmcx»,PERSON,1,1,1,ocr_noise_char,coloquios_da_orta_1563
ent_9fe2469ae65e,trecce-di-apore,trecce di/apore,SUBSTANCE,1,1,1,slash_noise,ricettario_fiorentino_1597
ent_031c732df576,travels-in-satcth-amer,Travels in Satcth Amer.,OBJECT,1,1,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_cfbb668a3f4a,trat-2-cap-56-n-39-p-gas,Trat.2.cap.56.n. 39.p.gas,CONCEPT,1,1,1,bibliographic_fragment,polyanthea_medicinal
ent_4ea3aaffd8df,trat-2-cap-45-num-16-pag-254,Trat.2.Cap.45. num. 16. pag. 254,OBJECT,1,1,1,bibliographic_fragment,polyanthea_medicinal
ent_385ef16ee2c4,trat-2,Trat.2.,PERSON,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_349e9a923c28,trat-3-cap-3-n-8-pag-735,Trat. 3. cap.3.n. 8.pag.735,PLACE,1,1,1,bibliographic_fragment,polyanthea_medicinal
ent_43d394e16a55,trat-3-cap-1-n-10-p-695,Trat. 3. cap. 1.n.10 p.695...,PERSON,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_78a324be5534,trat-2-cap-105-n-57-p-568,Trat. 2. cap.105.n.57.p.568,PLACE,1,1,1,bibliographic_fragment,polyanthea_medicinal
ent_dcc1306c0cf1,trat-2-cap-52-num-13-pag-298-cap-55-num-22-pag-308-cap-85-num-26-pag-466-trat-3-cap-4-num-3-pag-737-num-29-feq-pag-743,Trat. 2. cap. 52. num. 13. pag. 298. &cap. 55. num. 22. pag.308. & cap. 85. num. 26.pag.466. & Trat. 3. cap.4. num. 3. pag. 737.& num. 29. &feq. pag.743,PLACE,1,1,1,bibliographic_fragment,polyanthea_medicinal
ent_c77d3566e18b,trans,Trans.,CONCEPT,1,1,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_9506a066acc4,trana-ofthe-historical-committee-oftheamer-philos-soc,Trana. ofthe historical Committee oftheAmer. Philos. Soc.,OBJECT,1,1,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_cec2580b2350,tran-of-the-utm-soe,Tran. of the Utm. Soe.,CONCEPT,1,1,1,wrapped_punctuation,coloquios_da_orta_1563
ent_f38a64a91735,traite-de-miner,Traité de miner.,OBJECT,1,1,1,wrapped_punctuation,coloquios_da_orta_1563
ent_007d91dd2387,tractat-de-origine-conftizutione-artis-medic,"Tractat. de Origine ,& Conftizutione Artis Medic.",CONCEPT,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_18349f2a573b,tract-detumoribus-cap,tract. detumoribus cap.,CONCEPT,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_eb047fdb20fc,tract-4-de-febr-malign,Tract. 4. de Febr. malign.,CONCEPT,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_b6d6795a5d9f,tomo-3,tomo 3.,OBJECT,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_8d124b5b8d00,tom-2-mihi-fol-193-col-1-lit-e,tom. 2. mihi fol. 193. col. 1. lit.E.,OBJECT,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_2c2f0235854f,timpan,Timpan.,DISEASE,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_aed36e60623b,tiar,Tiar.,OBJECT,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_8a3376a3e479,thome-pires-carta-na-gasf-de-pharmaaa,"Thomé Pires, Carta, na Gasf, de Pharmaaa^",PERSON,1,1,1,ocr_noise_char,coloquios_da_orta_1563
ent_f46650cc1b8f,thesaur-parmac,Thesaur. Parmac.,OBJECT,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_cab1d34c5092,ther-lib-7,Ther.lib.7,OBJECT,1,1,1,bibliographic_fragment,polyanthea_medicinal
ent_63ac07ae99fc,theolog-hippocrat,Theolog. Hippocrat.,CONCEPT,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_e2efb10747ec,thefaur-pharmaceut,Thefaur. Pharmaceut.,OBJECT,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_80d25deac3d0,thefaur-pharmac,Thefaur. Pharmac.,CONCEPT,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_b416f82f23e2,thad-dun,Thad. Dun.,PERSON,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_0c5f8804d07c,tetrab-4-ferm-1-cap-84-fol-674-strangulatis,Tetrab. 4. ferm. 1. cap. 84. fol. 674. §. Strangulatis,OBJECT,1,1,1,ocr_noise_char,polyanthea_medicinal
ent_62307422f90e,teoria-lib-xxviu,Teoria lib.xxviu,OTHER,1,1,1,bibliographic_fragment,ricettario_fiorentino_1597
ent_c7ee95031f82,tbupeaat,TBUPéaAT.,CONCEPT,1,1,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_8b6f02dc76b6,taschcnb,Taschcnb.,SUBSTANCE,1,1,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_ac73dc0e368d,tarant,Tarant.,PERSON,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_218d46ad7cde,tap-iueriai,Tap/iueriai,PLANT,1,1,1,slash_noise,ricettario_fiorentino_1597
ent_ca0380ffe500,tabed,Tabed.,PERSON,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_3a50533ff7d0,t-olcancuos,T^olcancUos,PLACE,1,1,1,ocr_noise_char,relation_historique_humboldt_vol3_1825
ent_b65b44f20154,t-esoro,T^esoro,OBJECT,1,1,1,ocr_noise_char,coloquios_da_orta_1563
ent_0b64f9710fa2,t-ememma,T^ememma,SUBSTANCE,1,1,1,ocr_noise_char,ricettario_fiorentino_1597
ent_f4a59e6344ba,sllet-oyl,S•llet Oyl,ANIMAL,1,1,1,ocr_noise_char,english_physician_1652
ent_3625268073a6,sa,Sá,PLACE,1,1,1,very_short_low_count,historia_medicinal_monardes_1574
ent_10d4a19476cf,sympt-part-extern,Sympt.part.extern.,DISEASE,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_d89d94a0ad76,swellings-abou-the-throat,Swellings abou• the Throat,DISEASE,1,1,1,ocr_noise_char,english_physician_1652
ent_9dcf6b5d0b80,sudorifera-magne-sunt-efficacie-in-febribus-tam-continuis-quam-intermittetibus-in-malignis-om-hibentur-neferunt-punctum-quoenimcitiusexvenenum-pessumeofacilius-datur-foras-eliminatur,"Sudorifera magne sunt efficacie in febribus tam continuis, quàm intermittětibus; in malignis om- hibentur, neferunt punctum , quoenimcitiusexvenenum peſſumeofacilius datur, &foras eliminatur.",DISEASE,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_f498ec30ce8b,suc-pancreat,Suc. Pancreat.,SUBSTANCE,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_1ea04a0cf7d7,subsl-0-the-debate-ofthe-hoiise-of-commons,Subsl. 0/ the debate ofthe hoiise of Commons,OBJECT,1,1,1,slash_noise,relation_historique_humboldt_vol3_1825
ent_4e9cc7ee7ff8,su-altexx,Su^AltexX,PERSON,1,1,1,ocr_noise_char,ricettario_fiorentino_1597
ent_1b1c8e8a1e6a,st-rgceroga,St^rgceroGa,SUBSTANCE,1,1,1,ocr_noise_char,ricettario_fiorentino_1597
ent_68a6efad67e9,st,St.,DISEASE,1,1,1,wrapped_punctuation,english_physician_1652
ent_1c478751b676,sr-hou,sr. Hou^,PERSON,1,1,1,ocr_noise_char,coloquios_da_orta_1563
ent_f0a367653716,sr,Sr.,PERSON,1,1,1,wrapped_punctuation,english_physician_1652
ent_1e7711f141f2,spon-fects-therapeut,Spon.fects. Therapeut.,CONCEPT,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_bf1dcf9f1450,specul-med-pract,Specul. Med. Pract.,OBJECT,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_8b77ca6163fb,species-n-14-to-z-14,species (_n_14 to _z_14),CONCEPT,1,1,1,wrapped_punctuation,origin_of_species_darwin_1859
ent_1ebca37f2a3a,species-a-14-to-m-14,species (_a_14 to _m_14),CONCEPT,1,1,1,wrapped_punctuation,origin_of_species_darwin_1859
ent_25e935f79a3b,sp-eziedihicrapicra,Sp^eziedihicrapicra,SUBSTANCE,1,1,1,ocr_noise_char,ricettario_fiorentino_1597
ent_38169b81b616,sp-ze-di-hi-ra,Sp?z»e di Hi?ra,PLANT,1,1,1,ocr_noise_char,ricettario_fiorentino_1597
ent_42c6f8d5338a,sonn,Sonn.,PERSON,1,1,1,wrapped_punctuation,coloquios_da_orta_1563
ent_053741c05f03,solenand-sect-5-verf-conf-15,Solenand. ſect.5. verf.conf. 15.,OBJECT,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_47dd29ee585a,solenand-polyanthea,Solenand.,PERSON,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_06e96994c455,soe-de-geogr,Soe. de Géogr.,CONCEPT,1,1,1,wrapped_punctuation,coloquios_da_orta_1563
ent_329ba5378599,so,so,SUBSTANCE,1,1,1,very_short_low_count,polyanthea_medicinal
ent_4796c94fc177,sn,Sn•,OBJECT,1,1,1,ocr_noise_char,english_physician_1652
ent_68e5d58077b8,sl,SL,CONCEPT,1,1,1,very_short_low_count,english_physician_1652
ent_b4f2ad098667,sir-j,Sir J.,PERSON,1,1,1,wrapped_punctuation,origin_of_species_darwin_1859
ent_c8dc198804ff,simplic-medic,Simplic. medic.,OBJECT,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_18adb4240411,simagnum-a-malig-nititate-impendeat-periculum-quodple-rumque-accidit-mox-post-primarum-viarum-evacuationem-ad-alexipharmaca-fudorifera-accedendum-perataprecipue-fi-tamen-illanonfuf-ficiant-pluscommodi-exmalignemadias-non-nihilcalidioposla-fuar-te-ajudara-portodos-os-meyos-poffiveis-metendo-os-em-aposento-radiscufione-quamex-aliquali-colore-accenfooritur-poteftque-medicamentis-adbibitis-iterum-facile-temperari,"Simagnum à malig-nititate impendeat periculum,(quodple-rumque accidit) mox post primarum viarum evacuationem , ad alexipharmaca, & fudorifera accedendum,perataprecipuè;fi tamen illanonfuf-ficiant,pluscommodi exmalignemadias non nihilcalidiopoſla fuar, te ajudarà portodos os meyos poffiveis ,metendo-os em apoſento radiſcufione, quàmex aliquali colore accenfooritur,poteftque medicamentis adbibitis iterum facilè temperari.",CONCEPT,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_884f42efceea,sierra-rumucuraii-c,Sierra rumucuraîi/c,PLACE,1,1,1,slash_noise,relation_historique_humboldt_vol3_1825
ent_f758781916ce,sief-d-incenso-di-v-jj-f,SIEF D- INCENSO DI V^^-jj^f-,SUBSTANCE,1,1,1,ocr_noise_char,ricettario_fiorentino_1597
ent_1bbb7a688c0e,si-arasola,Si/arasola,PLANT,1,1,1,slash_noise,coloquios_da_orta_1563
ent_e21fd3839ecb,si-fernando-de-apure,Si • Fernando de Apure,PLACE,1,1,1,ocr_noise_char,relation_historique_humboldt_vol3_1825
ent_9f2bc1e48f78,sesada,Sesa»da?,PERSON,1,1,1,ocr_noise_char,coloquios_da_orta_1563
ent_9b7f33c038bb,serpig,Serpig.,DISEASE,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_2facfbec3c2b,serapionis-aggreg-de-simpl-comm,Serapionis aggreg. de simpL comm.,OBJECT,1,1,1,wrapped_punctuation,coloquios_da_orta_1563
ent_ec2cae1dc84d,septal,Septal.,PERSON,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_0b73cabc51c5,sensory-wernicke,sensory ('Wernicke'),DISEASE,1,1,1,wrapped_punctuation,principles_of_psychology_james_1890
ent_136dc99fbfce,sena-a-omefinicmolio,Sena^a^omefinicMolio,SUBSTANCE,1,1,1,ocr_noise_char,ricettario_fiorentino_1597
ent_c9d0cc02074a,seize-the-very-first-possible-opportunity-to-act-on-every-resolution-you-make-and-on-every-emotional-prompting-you-may-experience-in-the-direction-of-the-habits-you-aspire-to-gain,"Seize the very first possible opportunity to act on every resolution you make, and on every emotional prompting you may experience in the direction of the habits you aspire to gain.",CONCEPT,1,1,1,wrapped_punctuation,principles_of_psychology_james_1890
ent_866e004da671,secretor-fublimiumtract-5,Secretor. fublimiumTract.5.,CONCEPT,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_56609d562928,sebright-sir-j,"Sebright, Sir J.",PERSON,1,1,1,wrapped_punctuation,origin_of_species_darwin_1859
ent_29399c89e4ce,schrad,Schrad.,PERSON,1,1,1,wrapped_punctuation,coloquios_da_orta_1563
ent_42d9ce5f1864,scholt,Scholt.,PERSON,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_994ef7fe0915,schol,Schol.,OBJECT,1,1,1,wrapped_punctuation,polyanthea_medicinal
ent_5f1064f873a7,schiste-ahg1leux-thonschiefeb,SCHISTE AHG1LEUX (thONSCHIEFEb),SUBSTANCE,1,1,1,wrapped_punctuation,relation_historique_humboldt_vol3_1825
ent_e636de04f3d9,schimid,Schimid.,PERSON,1,1,1,wrapped_punctuation,polyanthea_medicinal
